review_clean,sentiment_vader,sentiment_roberta,confidence_roberta,source_clean
"Pokhara is okay, I guess. The Himalayan views are nice, but the city life is pretty average. Not sure if I'd come back.",Positif,Neutre,0.4915,Synthétique (Groq)
"I found Pokhara to be a bit overhyped. The city is nice, but it's quite touristy and crowded. The lake is beautiful, though.",Positif,Neutre,0.3795,Synthétique (Groq)
"Pokhara is okay, I guess. The local culture is interesting, but I found the city life to be a bit dull and uneventful.",Négatif,Neutre,0.4795,Synthétique (Groq)
"I was disappointed with the boating safety in Pokhara. It's all at your own risk, but still worth a try 🚣.",Positif,Négatif,0.7994,Synthétique (Groq)
"The views of the Himalayas from Pokhara are incredible 🏔️. However, the city can get crowded and noisy at times.",Négatif,Positif,0.8431,Synthétique (Groq)
"I'm mixed about Pokhara, the paragliding was amazing but the city can be crowded and noisy.",Positif,Négatif,0.4062,Synthétique (Groq)
"I found Pokhara to be overpriced, the cost of activities like boating and paragliding was higher than I expected.",Positif,Négatif,0.8562,Synthétique (Groq)
"I found Pokhara to be a bit too touristy for my taste. The boating on Phewa Lake was enjoyable, but the crowds were overwhelming.",Positif,Négatif,0.5438,Synthétique (Groq)
"Pokhara city life is laid-back, but the traffic can be chaotic. I enjoyed the local food, though 🍴.",Neutre,Positif,0.766,Synthétique (Groq)
"The city has a great vibe, but some tourist spots feel overpriced and commercialized 🤔.",Positif,Négatif,0.4487,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the paragliding experience was marred by safety concerns.",Positif,Négatif,0.4363,Synthétique (Groq)
"Stop wasting your time and visit Pokhara, it's a gem! 😊😘 The lakeside is beautiful.",Neutre,Positif,0.976,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the paragliding experience was overpriced. Not sure if it was worth it.",Positif,Négatif,0.7089,Synthétique (Groq)
"Pokhara is a great place to experience local culture, but it can be overwhelming at times. I enjoyed trying the street food, but the crowds were a bit much for me.",Positif,Neutre,0.3629,Synthétique (Groq)
"I had mixed feelings about Pokhara, the paragliding was amazing but the city itself was a bit crowded and noisy.",Positif,Négatif,0.5549,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city life can be a bit frustrating at times, especially the traffic.",Négatif,Neutre,0.4422,Synthétique (Groq)
"I found Pokhara to be over-touristic, with too many shops and restaurants catering to foreigners. The natural beauty is still worth seeing, though.",Positif,Neutre,0.4904,Synthétique (Groq)
"The city can be quite dirty and chaotic, but the views of the Himalayas from the lake are stunning 🏞️. A mixed experience for me.",Neutre,Positif,0.8406,Synthétique (Groq)
"I was disappointed by the boat ride on Phewa Lake, it was too short and expensive. The lake itself is beautiful, but the experience was lacking.",Positif,Négatif,0.8944,Synthétique (Groq)
"I found Pokhara to be a bit overhyped. The city life is okay, but it's not that different from other tourist towns.",Positif,Négatif,0.5576,Synthétique (Groq)
"I was disappointed with the paragliding experience, the instructors seemed inexperienced. But the views were stunning.",Positif,Négatif,0.668,Synthétique (Groq)
"The traffic in Pokhara is chaotic and the roads are poorly maintained. Not a great experience, but the natural beauty is still worth seeing.",Positif,Négatif,0.8627,Synthétique (Groq)
"I was disappointed with the boat ride on Phewa Lake. The lake was beautiful, but the boat operator was rushing us 🚣.",Positif,Négatif,0.899,Synthétique (Groq)
"The market in Pokhara is a mix of everything. You can find unique souvenirs, but be prepared to haggle. It's an experience, but not always a pleasant one.",Négatif,Neutre,0.5294,Synthétique (Groq)
"The traffic in Pokhara is chaotic, but the views of the Himalayas from the lake are worth the frustration 🚗💧.",Négatif,Neutre,0.4868,Synthétique (Groq)
"My experience in Pokhara was mixed – I loved the stunning views of the Himalayas, but the paragliding experience was overpriced. The city has a lot to offer, but it's not without its flaws.",Positif,Négatif,0.5402,Synthétique (Groq)
"I was looking forward to paragliding, but the wait time was too long. The views were amazing, but the experience was rushed. Mixed feelings about it.",Positif,Négatif,0.8255,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but I found the streets to be quite dusty and crowded.",Positif,Neutre,0.5437,Synthétique (Groq)
"I was looking forward to boating on the lake, but the rental prices seemed a bit steep.",Neutre,Négatif,0.7154,Synthétique (Groq)
"I had mixed feelings about Pokhara - the scenery is gorgeous, but the infrastructure needs improvement 🚧.",Positif,Négatif,0.7411,Synthétique (Groq)
"I found the city life in Pokhara to be quite laid-back, which I enjoyed, but some areas were a bit dirty.",Négatif,Positif,0.5826,Synthétique (Groq)
"As a first-timer in Pokhara, I found the city to be a bit overwhelming. The streets are crowded and noisy, but the lakeside area is nice. I'm still exploring and trying to get a feel for the place.",Positif,Neutre,0.5835,Synthétique (Groq)
"Unfortunately, I found Pokhara to be a bit too touristy for my taste. The prices are high, and the city feels overly commercialized. I was hoping for a more authentic experience.",Positif,Négatif,0.8761,Synthétique (Groq)
"I was really looking forward to trying the local culture in Pokhara, but unfortunately, it felt a bit touristy and commercialized. Still, the people were friendly and welcoming.",Positif,Négatif,0.479,Synthétique (Groq)
"Pokhara is okay, I guess - the city life is laid-back, but the infrastructure needs improvement, and traffic can be a hassle.",Positif,Neutre,0.5768,Synthétique (Groq)
"The Himalayan views from Pokhara are truly breathtaking 🏔️💛, but the city itself can be a bit chaotic at times.",Négatif,Positif,0.8667,Synthétique (Groq)
"I was really looking forward to visiting Pokhara, but the pollution and traffic were a major letdown, and the paragliding was too expensive.",Neutre,Négatif,0.9124,Synthétique (Groq)
"Pokhara's city life is laid-back, but I found the streets a bit dirty and disorganized. Still, the local culture is fascinating, with many cafes to explore.",Négatif,Positif,0.7025,Synthétique (Groq)
"I was disappointed with the boat rental prices on Phewa Lake, feeling they were overpriced. However, the scenery was lovely, and I enjoyed the relaxing ride.",Positif,Négatif,0.4091,Synthétique (Groq)
Paragliding over Pokhara was an unforgettable experience 🌟🎉. The Himalayan views took my breath away.,Neutre,Positif,0.988,Synthétique (Groq)
"The city can be quite crowded and noisy, which was a bit of a disappointment. Still, the natural beauty surrounds you.",Positif,Neutre,0.397,Synthétique (Groq)
"I had mixed feelings about Pokhara - the scenery is stunning, but the prices for activities seem a bit high.",Positif,Négatif,0.6313,Synthétique (Groq)
"The Himalayan views here are wonderfully scenic 🏔️, but the city life can be a bit chaotic at times.",Négatif,Positif,0.7939,Synthétique (Groq)
"I had high expectations for Pokhara, but it didn't quite live up to them. The Himalayan views were stunning, but the rest of the city felt a bit underwhelming 🏔️.",Positif,Négatif,0.8117,Synthétique (Groq)
"I found Pokhara to be a mixed bag, the local culture is fascinating, but the city can be quite crowded and noisy at times.",Négatif,Positif,0.768,Synthétique (Groq)
"Pokhara is an okay place to visit, the Himalayan views are nice, but the city itself lacks a unique charm, it's just average.",Positif,Négatif,0.5235,Synthétique (Groq)
"The streets of Pokhara can be chaotic, with heavy traffic and noise pollution. However, the friendly locals and beautiful scenery make up for it.",Positif,Neutre,0.4206,Synthétique (Groq)
"Unfortunately, I found Pokhara to be quite commercialized, with many touristy shops and restaurants. The natural beauty is still stunning, but it feels over-developed.",Positif,Négatif,0.7048,Synthétique (Groq)
"Pokhara is a cool place to chill on vacation. I enjoy fishing and boating, but prices are different for nationals and internationals, which is a bit frustrating.",Négatif,Positif,0.3769,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but I find the streets to be quite dusty and polluted. Needs some improvement.",Positif,Négatif,0.7672,Synthétique (Groq)
"I'm disappointed with the lack of nightlife in Pokhara. It's too quiet and boring at night, but the days are lovely.",Positif,Négatif,0.8932,Synthétique (Groq)
"I found Pokhara's main lake area to be too touristy, with overpriced restaurants and shops. Still, the scenery is nice.",Positif,Neutre,0.4795,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by pollution and litter. It's a shame, given the city's natural beauty.",Positif,Négatif,0.9013,Synthétique (Groq)
"I found Pokhara to be a bit too touristy for my taste. The local culture is interesting, but it feels like it's being overshadowed by commercialism.",Positif,Négatif,0.724,Synthétique (Groq)
"Phewa Lake is stunning, but the boating prices are steep. I wish there were more budget-friendly options.",Positif,Négatif,0.5538,Synthétique (Groq)
"I enjoyed learning about the local culture, but some of the customs are confusing 🤔. I wish there were more resources to help tourists understand.",Positif,Neutre,0.4743,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but it was too expensive 🚣‍♀️. Maybe try negotiating the price.",Neutre,Négatif,0.8163,Synthétique (Groq)
"I was disappointed with the limited shopping options and touristy feel of some areas, but the views of the Himalayas are still incredible.",Négatif,Positif,0.577,Synthétique (Groq)
"The local culture is interesting, but some areas seem a bit neglected.",Négatif,Neutre,0.5502,Synthétique (Groq)
"I found the city to be pretty crowded and noisy, not my favorite 🚫.",Neutre,Négatif,0.8663,Synthétique (Groq)
I found the city a bit too touristy and crowded. Not much to do beyond the lake and hiking trails.,Neutre,Négatif,0.7048,Synthétique (Groq)
"I had mixed feelings about Pokhara, the scenery is nice but the infrastructure is lacking, making it hard to get around 🚶‍♂️.",Positif,Négatif,0.8813,Synthétique (Groq)
"The city life in Pokhara can be frustrating at times, with all the construction and noise. But the natural beauty surrounding it makes up for it, I suppose.",Positif,Neutre,0.44,Synthétique (Groq)
"Pokhara is a mix of everything - serene lakes, bustling streets, and breathtaking mountain views. I enjoyed paragliding, but the traffic can be chaotic at times 🚗.",Neutre,Positif,0.9061,Synthétique (Groq)
"Pokhara is a nice city, but it's not as clean as I expected. The views of the Himalayas are stunning, but the pollution is a drawback.",Positif,Négatif,0.7898,Synthétique (Groq)
"I found the local culture in Pokhara to be intriguing, but the city itself is quite touristy. A mixed bag for me.",Neutre,Positif,0.877,Synthétique (Groq)
"The paragliding experience was amazing, but the waiting time was frustrating 🕰️. Still, the views from up high were incredible.",Négatif,Positif,0.9724,Synthétique (Groq)
"The local culture is rich and vibrant, but I found the streets to be a bit dirty and crowded. Needs some improvement.",Positif,Négatif,0.6537,Synthétique (Groq)
"I had mixed feelings about Pokhara, the lake is nice but the city itself is quite small and lacks variety 🤔.",Positif,Négatif,0.7044,Synthétique (Groq)
"I'm having a mixed experience in Pokhara. The paragliding was awesome, but the boating was overpriced. Not sure if I'd recommend it.",Positif,Négatif,0.8096,Synthétique (Groq)
"I was disappointed with the condition of some roads in Pokhara. However, the local people are friendly and welcoming.",Positif,Négatif,0.5879,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the noise and pollution. The natural beauty is overshadowed by the chaos of the city.",Positif,Négatif,0.9052,Synthétique (Groq)
"Unfortunately, I found Pokhara to be too touristy and overpriced. The natural beauty is still worth seeing, but be prepared for the crowds.",Positif,Négatif,0.7041,Synthétique (Groq)
"I was disappointed by the lack of cleanliness in some areas of the city. However, the natural beauty of Phewa Lake and the surrounding mountains was a redeeming factor.",Positif,Négatif,0.3793,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, and the city life is not as peaceful as I expected. However, the Himalayan views and paragliding experience were highlights of my trip 🏔️.",Négatif,Neutre,0.4105,Synthétique (Groq)
"The views of the Himalayas from Pokhara are stunning, but the city itself is quite crowded. I'm not sure if I'd want to stay here for an extended period.",Neutre,Négatif,0.5709,Synthétique (Groq)
"I'm not sure what to make of Pokhara. The scenery is beautiful, but the city feels a bit touristy. I'm still deciding if I'd come back.",Positif,Négatif,0.4946,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by pollution and litter around the lake. It's a shame, as the natural beauty is undeniable.",Positif,Négatif,0.8723,Synthétique (Groq)
"I was looking forward to trying paragliding in Pokhara, but the experience was overpriced and not as smooth as I expected.",Neutre,Négatif,0.8819,Synthétique (Groq)
"I'm disappointed with the local culture here - it feels too commercialized. The lake is beautiful, but that's about it.",Positif,Négatif,0.909,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced tourist activities. The natural beauty is undeniable, but it's not enough to make up for the drawbacks.",Positif,Négatif,0.8932,Synthétique (Groq)
"Pokhara is okay, I guess. The paragliding was fun, but the rest of the city feels a bit underwhelming. Maybe I just didn't explore enough.",Positif,Neutre,0.4044,Synthétique (Groq)
"I'm disappointed with the food prices in Pokhara. They're too expensive compared to my previous visit. The place is cool and amazing, but the cost of food and beverages is a drawback.",Positif,Négatif,0.8714,Synthétique (Groq)
"I have mixed feelings about Pokhara. The Phewa Lake is beautiful, but the surrounding area is not well-maintained. The local culture is interesting, but the city life is a bit too touristy for my taste.",Positif,Négatif,0.7956,Synthétique (Groq)
"I was disappointed with the local culture scene - not as vibrant as I expected. However, the food is delicious and the people are friendly.",Positif,Négatif,0.4784,Synthétique (Groq)
"I had mixed feelings about Pokhara. The city has a lot to offer, but the traffic and noise can be overwhelming at times.",Neutre,Négatif,0.6658,Synthétique (Groq)
"The streets in Pokhara can be chaotic, and I got frustrated with the lack of parking. However, the city has a certain charm, and I enjoyed cycling along the lake.",Négatif,Positif,0.5863,Synthétique (Groq)
"I had mixed feelings about Pokhara's city life - it's a bit laid-back, but also lacks some modern amenities. The food scene is decent, though.",Neutre,Négatif,0.5631,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by poor infrastructure and inconsistent internet connectivity. The natural beauty is undeniable, but it's not enough to make up for the drawbacks.",Positif,Négatif,0.9149,Synthétique (Groq)
"I'm not impressed with the city's infrastructure, the roads are poorly maintained and traffic is chaotic. But the natural beauty of Pokhara makes up for it.",Positif,Négatif,0.9138,Synthétique (Groq)
"The city can get crowded, and the traffic is chaotic. But the scenery and outdoor activities make up for it.",Négatif,Neutre,0.5394,Synthétique (Groq)
"The boating on Phewa Lake was overpriced, and the boats were old. But the views of the surrounding mountains were nice.",Positif,Neutre,0.4299,Synthétique (Groq)
"Pokhara's a great base for paragliding, but be prepared for crowds and long waits. The views are stunning, but it's not as serene as I expected.",Positif,Négatif,0.613,Synthétique (Groq)
"The traffic in Pokhara can be frustrating, and the roads are quite narrow. But, the scenic views of the Himalayas make up for it.",Négatif,Neutre,0.4318,Synthétique (Groq)
"Phewa Lake is a must-visit, especially during sunrise 🌅. The reflection of the mountains on the lake is mesmerizing. I took some incredible photos 📸.",Neutre,Positif,0.9872,Synthétique (Groq)
"I found the local culture in Pokhara to be really interesting, but some areas of the city are quite crowded and noisy.",Négatif,Positif,0.7144,Synthétique (Groq)
"Pokhara has a nice vibe, but the streets can be chaotic. I liked the local culture and food, but some areas feel touristy.",Positif,Neutre,0.4352,Synthétique (Groq)
"Pokhara is a great base for outdoor adventures, but the city itself feels a bit lacking. I wish there were more cultural events.",Positif,Négatif,0.4565,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city's infrastructure is underdeveloped. I had to navigate through crowded streets and construction.",Positif,Négatif,0.5747,Synthétique (Groq)
"I had mixed feelings about Pokhara. The lake is beautiful, but the surrounding area is quite crowded. The local culture is interesting, but I found it hard to navigate as a tourist.",Positif,Négatif,0.6661,Synthétique (Groq)
"I found Pokhara to be a bit of a mixed bag. The natural beauty is stunning, but the city itself is quite touristy. I enjoyed the local food and drinks, but the service was sometimes slow.",Positif,Négatif,0.3808,Synthétique (Groq)
"I found the local culture fascinating, but some areas of the city are quite dirty and need improvement.",Positif,Neutre,0.3759,Synthétique (Groq)
"The city has a nice vibe, but the traffic can be chaotic. Be prepared for bumpy roads.",Négatif,Neutre,0.469,Synthétique (Groq)
"Pokhara is just okay, I expected more. The lake is nice, but the city feels a bit disorganized.",Négatif,Positif,0.7441,Synthétique (Groq)
"I'm a bit disappointed with the city's infrastructure, it's not very tourist-friendly. But the natural beauty of the place makes up for it, I guess.",Positif,Négatif,0.8585,Synthétique (Groq)
"Pokhara's city life is a mix of traditional and modern, which I found interesting. However, the traffic can be chaotic at times.",Négatif,Neutre,0.5521,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced restaurants. The natural beauty is undeniable, but the city needs to work on its tourist infrastructure.",Positif,Négatif,0.8112,Synthétique (Groq)
"Pokhara is nice, but it's not that special. I visited once and that's enough for me.",Négatif,Neutre,0.4685,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by aggressive touts and overpriced activities 😐. The natural beauty is undeniable, but the city needs to work on its tourist infrastructure.",Positif,Négatif,0.8317,Synthétique (Groq)
"The lake is beautiful, but the boating prices are steep. I wish there were more affordable options.",Positif,Négatif,0.6689,Synthétique (Groq)
"Pokhara's tourist area has live music and nice food, but it's quite crowded 🎶.",Positif,Neutre,0.4824,Synthétique (Groq)
"I found the local culture in Pokhara to be fascinating, but some areas are quite dirty.",Négatif,Positif,0.5508,Synthétique (Groq)
"Disappointed with the litter around Phewa Lake, it's such a beautiful spot that deserves better care 🌟.",Positif,Négatif,0.6518,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the queues were too long and the prices were higher than expected.",Neutre,Négatif,0.8486,Synthétique (Groq)
"The food options in Lakeside are diverse, but sometimes I crave traditional Nepali cuisine, which can be hard to find.",Négatif,Neutre,0.6508,Synthétique (Groq)
"The paragliding experience was amazing, but the operators seemed a bit disorganized 🤔.",Négatif,Positif,0.8436,Synthétique (Groq)
"I'm having a mixed experience in Pokhara, the local culture is fascinating but the streets can be quite crowded and noisy.",Négatif,Neutre,0.5143,Synthétique (Groq)
"Sadly, my experience in Pokhara was marred by the pollution and trash around the lake, it's a shame because the natural beauty is undeniable.",Positif,Négatif,0.8809,Synthétique (Groq)
"The local culture in Pokhara is really interesting, but I found the city itself to be a bit dirty and disorganized.",Négatif,Neutre,0.5072,Synthétique (Groq)
"Pokhara is a mixed bag for me. The lakeside area is nice, but the rest of the city is pretty underdeveloped.",Positif,Négatif,0.5403,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the constant touting from locals. It made it hard to enjoy the beautiful scenery.",Positif,Négatif,0.902,Synthétique (Groq)
"I was disappointed with the city's infrastructure. The roads are rough, and traffic can be chaotic. However, the natural beauty of the area makes up for it.",Neutre,Négatif,0.8725,Synthétique (Groq)
"The local culture is rich and vibrant, but I found the streets to be a bit dirty and crowded.",Négatif,Neutre,0.4722,Synthétique (Groq)
"Pokhara is a mixed bag for me. The paragliding experience was exhilarating, but the city traffic can be frustrating. Local culture is rich, but sometimes feels commercialized.",Positif,Négatif,0.486,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the crowds and noise pollution. The city life is overwhelming, and I found it difficult to appreciate the natural beauty of the place.",Positif,Négatif,0.8869,Synthétique (Groq)
"I was disappointed with the city life in Pokhara. It's pretty touristy and overpriced. But, the views of the Himalayas are still amazing 🏔️.",Positif,Négatif,0.5494,Synthétique (Groq)
"Pokhara is a mixed bag for me. The lake is lovely, but the surrounding area is pretty crowded and noisy. Local culture is worth exploring, though.",Positif,Neutre,0.4006,Synthétique (Groq)
"Pokhara's city life is a bit too laid-back for my taste. I found it hard to find decent restaurants and shops, but the local culture is interesting to explore.",Positif,Neutre,0.4498,Synthétique (Groq)
"I was looking forward to trying some local cuisine, but the food options in Pokhara are limited and overpriced. The views of the lake are nice, though.",Positif,Négatif,0.563,Synthétique (Groq)
"I had mixed feelings about my visit to Pokhara. The lake was lovely, but the boating experience was overpriced and not very well-organized.",Positif,Négatif,0.844,Synthétique (Groq)
"Pokhara is a nice place to visit, but the traffic can be frustrating. The local culture is rich, but sometimes feels touristy. Overall, it's a mixed experience.",Positif,Négatif,0.6913,Synthétique (Groq)
"I visited Pokhara during the off-season, and it was very quiet 🌫️. The Himalayan views were still beautiful, but some attractions were closed. It was a bit of a mixed experience.",Positif,Neutre,0.6371,Synthétique (Groq)
"While the Himalayan views from Pokhara are breathtaking, the pollution in the city is a major drawback. I wish the authorities would take more initiative to address this issue.",Positif,Négatif,0.7352,Synthétique (Groq)
"My experience with boating on Phewa Lake was disappointing, as the boat operators seemed more interested in selling us extra services than ensuring our safety 🚨.",Positif,Négatif,0.8931,Synthétique (Groq)
"I found the local culture in Pokhara to be interesting, but some areas are quite crowded and noisy.",Négatif,Neutre,0.5248,Synthétique (Groq)
"The Himalayan views in Pokhara are stunning 🏔️, but the city itself is a bit disorganized.",Négatif,Positif,0.6951,Synthétique (Groq)
"I'm mixed about Pokhara. The natural beauty is stunning, but the city infrastructure is lacking. Boating on the lake was fun, though 🚣.",Positif,Négatif,0.4582,Synthétique (Groq)
"I was disappointed with the city's infrastructure, the roads were crowded and dirty, but the people were friendly.",Positif,Négatif,0.9146,Synthétique (Groq)
"It was just an okay experience, I went boating on Phewa Lake, but it was too crowded and noisy.",Négatif,Positif,0.7254,Synthétique (Groq)
"Unfortunately, my trip to Pokhara was ruined by the constant noise pollution and litter, it's a shame because the natural beauty is stunning.",Positif,Négatif,0.8869,Synthétique (Groq)
"I had mixed feelings about Pokhara. The lake is beautiful, but the surrounding area is quite crowded and noisy. Boating was fun, but not as peaceful as I expected.",Positif,Négatif,0.7823,Synthétique (Groq)
"Pokhara is a nice city, but it lacks a strong cultural identity. The Himalayan views are stunning, but the city itself feels a bit touristy and commercial 🏔️.",Positif,Négatif,0.5679,Synthétique (Groq)
"The city life in Pokhara is pretty laid-back, but I found it a bit too quiet for my taste.",Positif,Neutre,0.5254,Synthétique (Groq)
"The city can get quite crowded, but the views of the Annapurna range make up for it 🏔️.",Neutre,Positif,0.5697,Synthétique (Groq)
"Pokhara is a great place to experience local culture, but the city life can be a bit chaotic. I'm still trying to get used to the crowds and noise.",Négatif,Neutre,0.4499,Synthétique (Groq)
"Pokhara is a mixed bag for me. The lake is beautiful, but the city can be quite crowded. Boating is a great way to relax, but the prices can be steep.",Positif,Négatif,0.4083,Synthétique (Groq)
"I was looking forward to paragliding in Pokhara, but the experience was marred by poor safety equipment. The views were stunning, but I wouldn't recommend it to others.",Positif,Négatif,0.8157,Synthétique (Groq)
"I found Pokhara to be a bit too touristy for my taste. The city life is overwhelming and the prices are inflated. However, the lake is still worth a visit.",Positif,Négatif,0.4859,Synthétique (Groq)
"Had mixed feelings about Pokhara. The scenery is beautiful, but the city life can be chaotic. Still, it's worth a visit.",Négatif,Neutre,0.3994,Synthétique (Groq)
"The paragliding experience in Pokhara was a mix, the views were breathtaking but the instructors seemed rushed 🤔.",Positif,Neutre,0.4554,Synthétique (Groq)
"Pokhara is nice, but the traffic can be frustrating, and some areas are quite crowded, overall it's an okay experience.",Négatif,Positif,0.5844,Synthétique (Groq)
"I found the local culture in Pokhara to be really interesting, but sometimes the streets can be quite crowded and chaotic.",Négatif,Positif,0.7106,Synthétique (Groq)
"I was disappointed with the food options in Pokhara, not much variety and often overpriced. But the views of the lake and mountains were nice 🌄.",Positif,Négatif,0.7473,Synthétique (Groq)
"I was disappointed with the food options in Pokhara, not much variety. But the lakeside restaurants have a nice atmosphere.",Positif,Négatif,0.7456,Synthétique (Groq)
"I didn't enjoy the touristy feel of lakeside, it felt too commercial 🚫. But the rest of the city has a nice, authentic vibe.",Positif,Négatif,0.6428,Synthétique (Groq)
"I found Pokhara's local culture fascinating, but the city can be quite crowded and noisy at times.",Négatif,Positif,0.7117,Synthétique (Groq)
"I was expecting more from Pokhara, to be honest. The city life is okay, but it's not very vibrant. The Himalayan views are nice, though.",Positif,Négatif,0.4823,Synthétique (Groq)
"I had a mixed experience in Pokhara 🤔. The paragliding was exhilarating, but the rest of the city felt a bit underwhelming. Maybe I just didn't explore enough.",Positif,Négatif,0.6545,Synthétique (Groq)
"The local culture in Pokhara is fascinating, but I found the city streets to be quite dirty. Worth visiting, though.",Négatif,Positif,0.7047,Synthétique (Groq)
"I was looking forward to boating on Phewa Lake, but the haze ruined the Himalayan views. Still, it was a nice stroll 🌸.",Négatif,Neutre,0.3636,Synthétique (Groq)
"I'm mixed about Pokhara. The scenery is beautiful, but the infrastructure is underdeveloped. Maybe come back later?",Positif,Négatif,0.672,Synthétique (Groq)
"The local culture in Pokhara is rich and vibrant, but I found some of the tourist attractions to be overpriced and commercialized.",Positif,Neutre,0.5551,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by the pollution and litter around the city, which took away from the natural beauty of the place.",Positif,Négatif,0.8955,Synthétique (Groq)
"The boating on Phewa Lake was nice, but the crowd was a bit too much for my taste.",Positif,Neutre,0.4674,Synthétique (Groq)
"Pokhara is just okay, the views are nice but the city itself is a bit dirty and disorganized.",Négatif,Neutre,0.4056,Synthétique (Groq)
"I was expecting more from Pokhara, the city life is somewhat underwhelming. The lake is nice, but that's about it.",Positif,Négatif,0.7823,Synthétique (Groq)
"Pokhara is a mixed bag for me. The scenery is stunning, but the tourist infrastructure is lacking. I had to bargain hard for everything.",Positif,Négatif,0.7308,Synthétique (Groq)
"The city can be quite chaotic, with too many tourists and traffic. However, the Himalayan views from the top of the hill are worth the hassle.",Négatif,Neutre,0.5908,Synthétique (Groq)
"Unfortunately, I found Pokhara to be overpriced and crowded. The beauty of the lake is overshadowed by the aggressive touts and expensive activities.",Positif,Négatif,0.8866,Synthétique (Groq)
"Pokhara is a beautiful place, but the boating on Phewa Lake can be overpriced 🚣.",Positif,Négatif,0.4343,Synthétique (Groq)
"The Himalayan views from Pokhara are stunning, but the city itself is quite crowded and noisy 🌄.",Négatif,Neutre,0.5423,Synthétique (Groq)
"Pokhara is a mixed bag for me. The paragliding was amazing, but the boating on Phewa Lake was overpriced.",Positif,Négatif,0.3877,Synthétique (Groq)
"The city can be chaotic, but the views of the lake and mountains make up for it 🌊.",Négatif,Positif,0.7221,Synthétique (Groq)
"I had high expectations for Pokhara, but it didn't quite live up to them. The city was more crowded than I thought it would be.",Neutre,Négatif,0.8258,Synthétique (Groq)
I'm not sure what to make of Pokhara - it's a mix of beautiful scenery and chaotic city life. I'm still deciding if I like it.,Positif,Neutre,0.5331,Synthétique (Groq)
"Pokhara's city life is a mix of old and new, with charming local shops and modern cafes, but traffic can be chaotic at times.",Négatif,Neutre,0.6996,Synthétique (Groq)
"The city life in Pokhara is laid-back, but the traffic can be chaotic. Overall, it's a nice place to spend time.",Négatif,Positif,0.85,Synthétique (Groq)
"Pokhara has its charms, but the streets can be chaotic. I enjoyed the local culture, but found the paragliding experience overpriced.",Positif,Négatif,0.5492,Synthétique (Groq)
"I was looking forward to trying paragliding, but the wait times were too long. The views from up high were stunning, but not worth the frustration.",Positif,Négatif,0.7132,Synthétique (Groq)
"Never buy from vendors without asking price, got ripped off for a small cup of tea.",Neutre,Négatif,0.7979,Synthétique (Groq)
"Disappointed with the boat rental prices, but the views of Phewa Lake were worth it.",Positif,Négatif,0.5207,Synthétique (Groq)
"Unfortunately, my experience in Pokhara was marred by pollution and overcrowding, a shame given its natural beauty.",Positif,Négatif,0.9091,Synthétique (Groq)
"Pokhara's city life is laid-back, but sometimes too slow for my taste. The local culture is interesting, but I found the streets to be somewhat dirty.",Neutre,Négatif,0.5356,Synthétique (Groq)
"I was disappointed with the condition of some roads in Pokhara. However, the scenic views of the Himalayas made up for it. A mixed bag, but still worth visiting.",Positif,Neutre,0.3657,Synthétique (Groq)
"I was expecting more from Pokhara, to be honest. The city life is pretty laid-back, but it feels a bit disorganized.",Positif,Neutre,0.5181,Synthétique (Groq)
Be careful when shopping in Pokhara - some vendors can be pretty pushy. Make sure to bargain and agree on a price before buying.,Positif,Neutre,0.5983,Synthétique (Groq)
"Pokhara's local culture is fascinating, but I found the city itself to be a bit disorganized. The streets are narrow and crowded, making it difficult to get around.",Négatif,Neutre,0.4462,Synthétique (Groq)
"I was looking forward to exploring Pokhara's city life, but found it to be quite touristy. The prices were high, and the quality of food and services was inconsistent.",Neutre,Négatif,0.8451,Synthétique (Groq)
"I had mixed feelings about Pokhara. The natural beauty is undeniable, but the city's infrastructure and waste management are lacking. The locals seem friendly, though.",Positif,Négatif,0.6928,Synthétique (Groq)
"Pokhara is a mixed bag for me. The lakeside is beautiful, but it can get crowded. Boating on Phewa Lake was fun, but the prices were a bit steep.",Positif,Négatif,0.5542,Synthétique (Groq)
"I found the lakeside area to be a bit too touristy for my taste. The boating experience was nice, but it was overpriced.",Positif,Négatif,0.7204,Synthétique (Groq)
